Start,End,Date Time,Language,Survey Location,Include National,Community,Rurality,Gender,Organization,Position,Number of Org,Type. Human Rights,Type. Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,"Org Men, Women, or Both",WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,"Seminal:Same F,E,RoS as men?",Seminal.Explain,WI.Women Interested in Info,WI.If not why,WI.National Gov Important,WI.Nat If not why,WI.Local Gov Important,WI.Local If not why,Issue.Don't Know Where to Ask,Issue. Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Barrier 1,Original Barrier 1,Barrier 2,Original Barrier 2,Barrier 3,Original Barrier 3,Possible Solutions,How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important Info,Most Important Info,Original Second Important Info,Second Important Info,Original Third Important Info,Third Important Info,Tried.Have Tried to Get Info,Tried.Info Being Sought,Tried.Information Received,Tried.Recieved Ease,Heard of FOI,How Familiar with FOI Law,Anything Else,Enumerator Notes,Other Thoughts,_id,_submission_time,_date_modified
2023-01-31T15:34:56.617Z,2023-02-13T17:01:05.542Z,2023-01-31T16:15:00.000Z,Krio,Western Area,1,Lumpa,Rural,Male,"Mammy Queen for Kono
Western Area",Mammy Queen,5000,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Mediation
Village Saving and Loan",Both,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,Men deprived women to go out for information not even don't want them to socialize,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,n/a,Illiteracy,Illiteracy,Culturally Not Allowed,Culture not appropriate,Domestic Duties,Domestic duties children Care,"Organize adult literacy
Community Awareness raising on right of women",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It's give us equal rights and opportunities in society,Very Important,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Women will be able to develop the home because she is always at home they know what is lacking in the home .
They are also the focal person to take care of the home",Educational opportunities,Education,Vocational training and skills training,Vocational Training,How to start a business SME,How to Start a Buisness,Myself,School approval,Did Not Understand the Question,n/a,no,n/a,Involve husband's and religious leaders in Sensitiation meetings on how women access information that affect their rights and economic important,n/a,n/a,109329004,2023-02-15T12:35:39,2023-02-15T12:35:39
2023-02-08T13:46:56.506Z,2023-02-13T16:58:49.368Z,2023-02-08T15:07:00.000Z,Krio,Western Area,1,Western Area Rural District,Rural,Female,"Western Area Rural District Youth Council 
WARD",District Youth Chair,26_50,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Somewhat,Very,Very,Very,Very,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,Because of discrimination,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Don't Know,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,No,Illiteracy,Illiteracy,Confidence,Confidence to ask Government information ,Culturally Not Allowed,Culture,Build up women capacity and improving on women participation and inclusion,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It's secured them promote and protect their rights ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,They become self reliance and independence and give back to society,Educational opportunities ,Education,Vocational training and skills training ,Vocational Training,Access to banks loan and credit ,Access to Banks,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,No,n/a,n/a,109329021,2023-02-15T12:35:42,2023-02-15T12:35:42
2023-02-09T13:05:46.915Z,2023-02-13T16:54:33.309Z,2023-02-09T13:45:00.000Z,English,Western Area,1,Waterloo,Rural,Female,REC Primary school/Waterloo,Head Teacher,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,No,Most of the women are busy at home and in the market so it's not easy for them to access information,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,There movement is Limited by their husbands,Illiteracy,Illiteracy,Language,Language Documents only available in official language,Confidence,Confidence,"1.Provide Civic education for women.
2. Adult literacy classes",Very Important,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It's servers as guide and promote their rights,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,It's help to empower and become self reliance,Educational opportunities,Education,Vocational training and skills,Vocational Training,Access to banks/ loan/ credit,Access to Banks,A Woman I Know,Asking for loan from a insurance company,No,n/a,yes,Not Familiar,Nothing more,n/a,n/a,109329026,2023-02-15T12:35:42,2023-02-15T12:35:42
2023-02-15T10:55:18.526Z,2023-02-15T15:38:02.047Z,2023-02-15T11:15:00.000Z,English,Kallahun,1,Jimila section,Rural,Female,Kailahun city council,Councilor,100,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Because men are placed in front,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,It will help them to get more access to information,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,It will help them more to be self empower,Educational opportunity,Education,Acesss to loan,Access to Banks,Vocational training,Vocational Training,Myself,Free education,Yes,Fairly Easy,yes,Familiar,None,n/a,n/a,109355392,2023-02-15T15:38:22,2023-02-15T15:38:22
2023-02-15T12:19:50.468Z,2023-02-15T15:37:52.022Z,2023-02-15T12:51:00.000Z,Mende,Kallahun,1,Kulula section,Rural,Male,Kakula community,Community chairman,2000_5000,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Somewhat,Very,Somewhat,Very,Very,Very,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Some women are staying at home hardly mingle,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,None,Illiteracy,Illiteracy,Language,Language,Mindset of Gov Offical,Mindset of government official,"1to educate the woman
2employ to interpret to the woman
3government to train it worker",Very Important,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Improve every day life,Very Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The woman become reliable and empower,Access to loan,Access to Banks,Vocational training,Vocational Training,Land/ property ownership,Property Ownership/Land Rights,I Don't Know Anybody,n/a,n/a,n/a,yes,Somewhat Familiar,None,n/a,n/a,109355398,2023-02-15T15:38:24,2023-02-15T15:38:24
2023-02-15T12:53:57.242Z,2023-02-15T15:37:36.010Z,2023-02-15T13:59:00.000Z,Mende,Kallahun,1,Kulula section,Rural,Female,Kulula community,Community chairlady,2000_5000,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Men control everything,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,It helps them to know more about the government,Important,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Helps the woman become self conscious,Technology training,Technology Training,Access to loan,Access to Banks,How to get license,How to Get a Trade License,I Don't Know Anybody,n/a,n/a,n/a,yes,Familiar,None,n/a,n/a,109355403,2023-02-15T15:38:25,2023-02-15T15:38:25
2023-02-15T13:26:35.227Z,2023-02-15T15:19:56.312Z,2023-02-15T14:24:00.000Z,Krio,Kallahun,1,Ngitibu 2 section,Rural,Female,Ngitibu 2 section,Mammy queen,500_2000,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,n/a,Very,Very,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Yes,Because so many women are involved in organisations,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Don't Know,None,Illiteracy,Illiteracy,Family Nonsupportive,Someone one in family not supportive,Confidence,Confidence to ask government official self esteem,"1Government free and quality education
2Training section to be self relient
3should be confident of themselves and mingle",Very Important,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Help to gain more about government,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The economy grow,Access to loan,Access to Banks,Vocational training,Vocational Training,Job opportunities,Job Opportunities,I Don't Know Anybody,n/a,n/a,n/a,yes,Familiar,None,n/a,n/a,109355409,2023-02-15T15:38:26,2023-02-15T15:38:26
2023-02-15T14:49:00.875Z,2023-02-15T15:13:55.833Z,2023-02-15T14:58:00.000Z,Krio,Kallahun,1,Belebu section,Rural,Female,Kailahun youth,Youth leader,5000,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,n/a,Very,Very,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Because already men are in front,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"With all those valuable protection is am empower, strong and vibrant woman",Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,It helps to promote and develop a nation,Scholarship,Scholarships,Job opportunities,Job Opportunities,Vocational training ,Vocational Training,Myself,Early marriage,Yes,Somewhat Difficult,yes,Familiar,"None
",n/a,n/a,109355414,2023-02-15T15:38:27,2023-02-15T15:38:27
2023-03-03T16:50:50.957Z,2023-03-19T19:18:39.819Z,2023-03-10T11:31:00.000Z,English,Freetown,1,Fourbay Road,Urban,Female,Fourah bay Traders Union,Chairlady,500_2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Very,Somewhat,Very,Very,Very,Very,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,n/a,No,Information is not easy to access in Sierra Leone.,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,No,Illiteracy,Illiteracy,Language,Language of documents,Domestic Duties,Domestic Duties,"The women need to educate themselves, because some of them are suffering from domestic violence they will not talk about it . They will do everything in the house for the family to be happy, but the husband is not Caring.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"The security of every woman is important, because the woman is confident in her husband's supports.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"We are traders, if the government helps us with loans, it will help our life, because all the credits we go for, you must have property ownership before they will give you the money.",Job opportunities,Job Opportunities,Bank loans,Access to Banks,Scholarships,Scholarships,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,"The government should help the women, family responsibilities want to kill us.","She was bold in the beginning but because of the too many questions on the questionnaire, she started grumbling.",n/a,111130676,2023-03-19T19:23:24,2023-03-19T19:23:24
2023-01-30T14:49:52.842Z,2023-01-30T20:22:04.764Z,2023-01-30T15:29:00.000Z,English,Freetown,1,New England vill,Urban,Male,New England community,Community Advicer,51_100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Men,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,n/a,No,"Sometimes when they come to count and explain their problem , they are not treated with respect",Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Don't Know,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Level of education for some women,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Free from violence is giving women peace of mind to grow on whatever's level she wants.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,When a woman has something to do will make her happy,"When a woman has good job opportunities,she will be free from intimidation",Job Opportunities,When a woman has a good education she is independent,Education,When a woman has good business skills she will helps to educates her children,Vocational Training,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,I never hear about the right to access information,n/a,n/a,108712816,2023-01-30T20:22:18,2023-01-30T20:22:18
2023-03-03T17:00:46.394Z,2023-03-19T19:19:03.253Z,2023-03-03T17:40:00.000Z,English,Freetown,1,Bombay Street,Urban,Female,BomBay Market,Chair lady,100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Somewhat,Very,Very,Very,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,No,"It is very difficult for us, especially at government offices.",Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,n/a,Illiteracy,Illiteracy,Domestic Duties,Domestic Duties,Getting to Public Offices (Distance),Difficult in getting to public places,Women themselves should be strong on their own to take up responsibilities.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of the above help in promoting women's rights.,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,They all empower women.,Access to Banks,Access to Banks,How to start a business,How to Start a Buisness,Social development funds,Social Development Funds,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,Nothing,Women should be reached in every community to explain to them about their rights in accessing information.,n/a,111130677,2023-03-19T19:23:24,2023-03-19T19:23:24
2023-02-06T12:35:34.308Z,2023-02-16T13:42:40.328Z,2023-02-06T12:55:00.000Z,English,Freetown,1,Rawdon Street,Urban,Female,Down Town youth organizations,Chair lady,100,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Somewhat,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,"Whenever we go to some Banks to apply for loans, we are treated and marginalized.",Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Financial empowerment for women traders.,Lack of Understanding/Awareness,"The level of understanding, of what you want to ask for.",Family Nonsupportive,"Our husbands are tribuling us, some men come to our lives to bring us down, whenever we want action we don't have someone to talk for us.",#VALUE!,"We know that women should be  educated. Though some traders are educated, not all women have the luck to get a good job, that's the reason we are doing business, our culture believes that all women should respect their husband, even if he takes all your business money, you should still respect your husband.","Men should stop treating women as slaves, we are part of them and should be treated equally.",Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,They all promote and protect women's right.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Because they are all interrelated.,Access to Banks/Loans,Access to Banks,Scholarships,Scholarships,Job opportunities,Job Opportunities,Myself,"My land was taken from me, I went to ministry of Lands, I was not treated well because I don't have money, or understand who to talk to for information.",Not Sure,n/a,no,n/a,"They should go to community, and talk to the treaders.",Let's Access to information campaign be extended to traders.,n/a,109416412,2023-02-16T18:48:52,2023-02-16T18:48:52
2023-03-03T16:14:54.156Z,2023-03-19T19:17:58.038Z,2023-03-03T17:15:00.000Z,English,Freetown,1,BomBay Market,Urban,Female,Bombay Street traders Union,Member,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,n/a,Very,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,It's not easy for women to get information.,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,n/a,Illiteracy,Illiteracy,Language,Language,Domestic Duties,Domestic Duties,The world is calling on women equality and Sierra Leone must be part of that.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It will help promote their rights,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Job opportunities will improve woman's life, my sister is taking care of her family, because she has a good job.",Job opportunities,Job Opportunities,Scholarships opportunities,Scholarships,Bank loans,Access to Banks,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,No,Very difficult in accessing this area .,n/a,111130674,2023-03-19T19:23:22,2023-03-19T19:23:22
2023-02-13T17:44:49.285+00:00,2023-04-06T12:30:00.439-04:00,2023-02-13T13:06:00-05:00,English,Bombali,1,Rosint village,Rural,Female,Community youth leader,Youth leader,51_100,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Slow to get information,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Noon,Domestic Duties,Domestic work,Fear of Asking,Fear of asking for information,Mindset of Gov Offical,Mind set of government officials,Government must improve in the decemination of message,unImportant,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Information is too hard to get,Unimportant,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,We strain to get information,n/a,n/a,n/a,n/a,n/a,n/a,A Woman I Know,Seeking justice for his daughter,No,n/a,no,n/a,Women are disinterested,Corparative,n/a,109691368,2023-02-23T15:59:26,2023-04-06T16:30:00
2023-02-14T09:54:10.740Z,2023-02-14T10:21:36.644Z,2023-02-14T10:14:00.000Z,English,Bombali,1,Robine village ,Rural,Male,Robine  community,Head man,2000_5000,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Yes,"
It help to increase development ",Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon ,Illiteracy,Lack of education ,Domestic Duties,Domestic work ,Family Nonsupportive,No support from family members ,Government need to sensitized more,Very Important,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,We need more government intervention ,Very Important,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Government need to do more in this area,Human rights issues ,Human Rights,Educational opportunities ,Education,Job opportunities ,Job Opportunities,A Woman I Know,Human rights violation ,Not Sure,n/a,no,n/a,More sensitization to women ,Highly comparative ,n/a,109691369,2023-02-23T15:59:27,2023-02-23T15:59:27
2023-02-16T17:04:52.774Z,2023-02-16T17:18:09.628Z,2023-02-16T17:25:00.000Z,Themne,Bombali,1,Yoni,Rural,Female,Mahopaneh,Chair lady ,100,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,No much idea,No,So much work to do,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Noon,Economic Empowerment,Money finding ,Domestic Duties,Busy with work ,Information not Important to Women,No interest ,n/a,Somewhat Important,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Pressing Family issues ,Somewhat Important,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,n/a,Family problems,Marital/Family Rights,Lack of interest,Education,Heavy work load ,Labor Law/Rights,Myself,Sexual violence ,Did Not Understand the Question,n/a,no,n/a,Noon,Yes,n/a,109691370,2023-02-23T15:59:27,2023-02-23T15:59:27
